model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,market_value
 1 Series,2016,12300,Manual,28072,Diesel,30,65.7,2.0,12722.069
 1 Series,2016,12299,Manual,27545,Diesel,30,65.7,2.0,12722.069
 1 Series,2016,12760,Manual,27759,Diesel,30,65.7,2.0,12722.069
 X1,2014,15842,Semi-Auto,45671,Petrol,235,38.7,2.0,12711.946
 5 Series,2016,12990,Automatic,89000,Diesel,125,60.1,2.0,12710.494
 2 Series,2017,12000,Automatic,88100,Hybrid,0,141.2,1.5,12709.718
 5 Series,2016,12290,Manual,65747,Diesel,125,58.9,2.0,12708.14
 1 Series,2016,12700,Manual,14634,Petrol,125,53.3,1.5,12703.88
 3 Series,2014,11470,Semi-Auto,49500,Diesel,30,62.8,2.0,12701.008
 3 Series,2016,12800,Automatic,58174,Diesel,30,67.3,2.0,12700.923
 X1,2015,11399,Automatic,51526,Diesel,160,52.3,2.0,12699.973
 X1,2017,12899,Manual,66243,Diesel,145,68.9,2.0,12699.045
 3 Series,2015,13980,Automatic,36816,Diesel,30,70.6,2.0,12696.129
 5 Series,2014,13995,Automatic,48280,Diesel,30,62.8,2.0,12685.417
 X1,2015,12990,Automatic,57000,Diesel,160,51.4,2.0,12681.95
 2 Series,2016,11698,Manual,36250,Diesel,30,65.7,2.0,12680.736
 3 Series,2014,9698,Semi-Auto,62121,Diesel,125,60.1,2.0,12678.404
 2 Series,2016,12800,Manual,48551,Petrol,145,47.1,1.5,12676.445
 3 Series,2017,11900,Manual,45616,Diesel,20,68.9,2.0,12675.645
 1 Series,2016,12300,Manual,16483,Petrol,125,53.3,1.5,12675.496
 3 Series,2016,12300,Manual,32759,Diesel,20,72.4,2.0,12671.449
 3 Series,2016,13995,Automatic,75179,Diesel,30,62.8,2.0,12669.433
 1 Series,2015,11711,Manual,40560,Diesel,125,57.6,2.0,12665.2705
 1 Series,2015,10990,Manual,42000,Diesel,125,57.6,2.0,12665.2705
 2 Series,2015,13450,Manual,36359,Diesel,20,68.9,1.5,12662.407
 1 Series,2015,11500,Manual,21565,Diesel,30,64.2,2.0,12662.329
 3 Series,2016,12300,Manual,33038,Diesel,20,72.4,2.0,12661.638
 1 Series,2016,14066,Manual,19023,Diesel,20,68.9,2.0,12661.23
 1 Series,2015,13600,Automatic,38046,Diesel,20,67.3,2.0,12660.096
 3 Series,2014,12795,Semi-Auto,63592,Diesel,125,60.1,2.0,12656.042
 2 Series,2017,13499,Manual,44011,Petrol,125,50.4,1.5,12655.645
 1 Series,2014,12490,Semi-Auto,9024,Petrol,125,50.4,1.6,12654.122
 3 Series,2014,10950,Automatic,42000,Diesel,30,62.8,2.0,12653.93
 1 Series,2017,12390,Semi-Auto,42852,Diesel,20,72.4,1.5,12653.506
 2 Series,2016,12940,Manual,55272,Diesel,30,64.2,2.0,12648.014
 3 Series,2016,12878,Automatic,49620,Diesel,20,74.3,2.0,12647.536
 X1,2016,12999,Manual,58557,Diesel,20,68.9,2.0,12646.445
 4 Series,2014,12490,Automatic,72000,Diesel,125,60.1,2.0,12643.749
 1 Series,2016,12490,Manual,15210,Petrol,125,53.3,1.5,12641.383
 3 Series,2016,12761,Manual,34239,Diesel,20,72.4,2.0,12635.128
 5 Series,2014,12490,Automatic,68000,Diesel,125,57.6,2.0,12633.807
 3 Series,2014,13000,Automatic,37334,Diesel,30,62.8,2.0,12631.073
 3 Series,2014,12890,Semi-Auto,52106,Diesel,30,62.8,2.0,12625.433
 3 Series,2014,12890,Semi-Auto,52106,Diesel,30,62.8,2.0,12625.433
 1 Series,2015,12990,Automatic,62338,Diesel,125,61.4,2.0,12621.947
 5 Series,2016,13299,Automatic,80823,Diesel,30,62.8,2.0,12618.743
 5 Series,2016,12990,Automatic,80000,Diesel,30,62.8,2.0,12618.743
 3 Series,2015,14000,Automatic,75800,Diesel,145,55.4,2.0,12617.408
 3 Series,2014,11891,Semi-Auto,54335,Diesel,30,62.8,2.0,12616.548
 3 Series,2016,12495,Semi-Auto,63162,Diesel,0,74.3,2.0,12612.177
 3 Series,2014,11400,Automatic,38055,Diesel,30,62.8,2.0,12611.871
 1 Series,2017,12250,Manual,24757,Petrol,150,56.5,1.5,12607.342
 1 Series,2016,12450,Automatic,34922,Diesel,20,70.6,2.0,12603.721
 1 Series,2016,12200,Manual,17941,Petrol,125,53.3,1.5,12598.935
 X5,2010,12990,Automatic,77000,Diesel,300,37.7,3.0,12596.401
 5 Series,2015,12700,Automatic,50000,Diesel,20,68.9,2.0,12591.209
 X3,2013,13991,Semi-Auto,72752,Diesel,165,50.4,2.0,12590.439
 3 Series,2015,12400,Manual,48402,Diesel,30,62.8,2.0,12581.0625
 2 Series,2016,12460,Manual,24158,Petrol,30,55.4,1.5,12577.912
 2 Series,2016,12300,Manual,24073,Petrol,30,55.4,1.5,12577.912
 2 Series,2016,11795,Automatic,67370,Petrol,125,50.4,2.0,12573.589
 X3,2015,12000,Automatic,126700,Diesel,150,54.3,2.0,12573.308
 5 Series,2016,12295,Automatic,97930,Diesel,125,60.1,2.0,12572.986
 3 Series,2015,13260,Automatic,69820,Petrol,145,48.7,2.0,12572.782
 4 Series,2015,12999,Automatic,90734,Diesel,30,65.7,2.0,12566.644
 3 Series,2017,12300,Manual,47308,Diesel,145,72.4,2.0,12566.381
 2 Series,2016,12500,Manual,22500,Petrol,30,57.6,1.5,12566.36
 5 Series,2015,13498,Semi-Auto,88333,Diesel,30,62.8,2.0,12564.694
 3 Series,2015,12100,Manual,52663,Diesel,30,61.4,2.0,12563.986
 2 Series,2017,12999,Manual,42378,Petrol,125,53.3,1.5,12563.948
 5 Series,2015,11999,Automatic,71973,Diesel,30,62.8,2.0,12560.863
 1 Series,2015,14000,Automatic,17543,Diesel,20,70.6,2.0,12560.365
 1 Series,2017,11800,Manual,29840,Diesel,20,68.9,2.0,12559.76
 1 Series,2017,11490,Manual,31000,Diesel,20,68.9,2.0,12559.76
 1 Series,2015,12999,Automatic,28571,Diesel,20,67.3,2.0,12557.96
 1 Series,2017,12995,Manual,24263,Diesel,150,78.5,1.5,12556.354
 2 Series,2016,11999,Manual,32878,Petrol,125,52.3,1.5,12555.965
 1 Series,2017,12338,Manual,15770,Diesel,0,83.1,1.5,12553.426
 1 Series,2016,11980,Automatic,41081,Diesel,0,74.3,2.0,12552.76
 1 Series,2016,12980,Manual,18229,Petrol,125,53.3,1.5,12552.694
 1 Series,2016,10939,Manual,33243,Diesel,0,78.5,1.5,12552.524
 1 Series,2016,11125,Manual,33149,Diesel,0,78.5,1.5,12552.524
 3 Series,2014,13000,Automatic,94450,Diesel,160,52.3,3.0,12550.072
 1 Series,2016,12965,Automatic,23899,Petrol,30,58.9,1.5,12542.679
 3 Series,2017,12500,Automatic,86735,Diesel,30,64.2,2.0,12537.654
 3 Series,2014,11490,Automatic,51783,Diesel,125,60.1,2.0,12535.65
 1 Series,2016,13000,Manual,26631,Petrol,125,52.3,1.5,12534.171
 Z4,2014,13200,Manual,37957,Petrol,200,41.5,2.0,12528.613
 1 Series,2017,13888,Manual,40014,Diesel,20,70.6,1.5,12522.374
 1 Series,2015,13500,Manual,31652,Diesel,30,62.8,2.0,12520.783
 1 Series,2015,14644,Manual,31900,Diesel,30,62.8,2.0,12520.783
 1 Series,2017,11800,Manual,23274,Diesel,20,72.4,1.5,12516.276
 2 Series,2016,12600,Manual,21819,Diesel,20,74.3,1.5,12509.953
 1 Series,2017,11997,Manual,10624,Diesel,0,83.1,1.5,12508.833
 X3,2013,12750,Automatic,71558,Diesel,160,50.4,2.0,12507.471
 3 Series,2015,12321,Semi-Auto,77241,Diesel,30,64.2,2.0,12503.443
 1 Series,2017,11850,Manual,29227,Petrol,125,53.3,1.5,12497.05
 3 Series,2015,12189,Manual,33902,Diesel,30,65.7,2.0,12496.208
 3 Series,2014,11300,Automatic,65423,Diesel,125,58.9,2.0,12486.823
 1 Series,2017,11250,Manual,30846,Petrol,125,53.3,1.5,12479.328
 1 Series,2017,12399,Manual,22449,Diesel,145,78.5,1.5,12479.184
 4 Series,2014,10749,Automatic,70116,Diesel,125,61.4,2.0,12476.792
 1 Series,2017,12995,Manual,25656,Diesel,150,72.4,1.5,12475.993
 2 Series,2015,12198,Manual,22812,Diesel,20,74.3,1.5,12463.405
 1 Series,2017,11800,Manual,37337,Diesel,20,70.6,1.5,12461.326
 3 Series,2014,12990,Manual,30000,Petrol,160,44.8,2.0,12453.167
 2 Series,2015,12449,Manual,23195,Diesel,20,74.3,1.5,12453.158
 Z4,2014,11990,Manual,36000,Petrol,200,41.5,2.0,12449.769
 1 Series,2017,14780,Manual,23552,Diesel,145,72.4,1.5,12447.025
 1 Series,2016,11991,Manual,22842,Diesel,20,68.9,2.0,12445.863
 1 Series,2016,12741,Manual,23114,Diesel,20,68.9,2.0,12445.863
 5 Series,2015,12899,Automatic,76096,Diesel,125,60.1,2.0,12443.619
 3 Series,2016,11999,Automatic,92300,Hybrid,0,148.7,2.0,12443.097
 3 Series,2014,15490,Manual,47701,Diesel,145,55.4,2.0,12442.806
 1 Series,2017,15500,Manual,53248,Diesel,145,65.7,2.0,12439.418
 2 Series,2016,10725,Manual,45930,Petrol,145,48.7,1.5,12438.963
 1 Series,2015,13440,Semi-Auto,66471,Petrol,145,47.9,1.6,12438.161
 3 Series,2016,13900,Manual,59341,Diesel,30,64.2,2.0,12431.122
 1 Series,2016,13212,Manual,13778,Petrol,30,56.5,1.5,12430.161
 5 Series,2013,12791,Semi-Auto,55642,Diesel,145,55.4,2.0,12428.589
 1 Series,2016,12990,Manual,37179,Diesel,30,65.7,2.0,12425.481
 1 Series,2016,11850,Manual,19259,Petrol,125,53.3,1.5,12424.764
 2 Series,2016,11976,Manual,26089,Petrol,30,55.4,1.5,12421.077
 2 Series,2015,10990,Automatic,30000,Petrol,125,53.3,1.5,12420.893
 1 Series,2017,12295,Automatic,52810,Diesel,20,68.9,2.0,12417.1045
 1 Series,2015,12099,Manual,31321,Diesel,30,64.2,2.0,12416.05
 2 Series,2016,12500,Automatic,30626,Diesel,20,72.4,1.5,12413.521
 3 Series,2015,11970,Semi-Auto,44533,Diesel,20,68.9,2.0,12413.3955
 2 Series,2016,12590,Automatic,45458,Diesel,20,68.9,2.0,12412.249
 1 Series,2016,11490,Manual,49000,Diesel,30,62.8,2.0,12407.429
 3 Series,2015,10570,Manual,59020,Diesel,125,57.6,2.0,12403.808
 2 Series,2016,11499,Manual,37537,Petrol,125,52.3,1.5,12403.525
 1 Series,2016,13300,Automatic,32404,Petrol,30,55.5,1.5,12403.155
 5 Series,2013,11299,Automatic,73876,Diesel,145,55.4,3.0,12400.517
 X1,2016,12940,Automatic,81240,Diesel,30,65.7,2.0,12399.901
 3 Series,2016,12000,Manual,42119,Diesel,30,67.3,2.0,12390.833
 3 Series,2016,13199,Manual,42170,Diesel,30,67.3,2.0,12390.833
 5 Series,2015,10900,Automatic,79563,Diesel,125,60.1,2.0,12387.637
 1 Series,2014,12991,Manual,71301,Petrol,300,35.3,3.0,12386.981
 1 Series,2017,15981,Manual,44426,Petrol,150,52.3,1.5,12383.051
 4 Series,2015,12695,Automatic,105730,Diesel,125,58.9,2.0,12381.393
 3 Series,2015,12950,Manual,52338,Diesel,30,64.2,2.0,12381.073
 1 Series,2015,12059,Automatic,69758,Diesel,125,60.1,2.0,12380.686
 3 Series,2013,12799,Automatic,29500,Diesel,30,62.8,2.0,12377.9795
 4 Series,2014,12499,Automatic,80450,Diesel,145,56.5,2.0,12376.818
 2 Series,2017,11800,Manual,31601,Diesel,150,74.3,1.5,12374.065
 5 Series,2014,11490,Automatic,73000,Diesel,125,57.6,2.0,12371.696
 2 Series,2015,13000,Automatic,38500,Diesel,20,68.9,2.0,12370.824
 5 Series,2013,11899,Automatic,38705,Diesel,125,60.1,2.0,12369.611
 3 Series,2016,12350,Automatic,59434,Diesel,20,70.6,2.0,12364.545
 3 Series,2016,11400,Automatic,59201,Diesel,20,70.6,2.0,12364.545
 5 Series,2015,11999,Automatic,74014,Diesel,30,62.8,2.0,12359.833
 1 Series,2016,12599,Manual,29752,Diesel,20,70.6,1.5,12350.506
 2 Series,2016,12032,Manual,26884,Petrol,30,55.4,1.5,12339.346
 1 Series,2016,13780,Manual,29993,Diesel,20,70.6,1.5,12336.423
 3 Series,2017,12450,Automatic,72065,Diesel,20,70.6,2.0,12334.151
 3 Series,2017,13298,Semi-Auto,75418,Diesel,0,74.3,2.0,12333.35
 1 Series,2016,12475,Manual,17550,Petrol,30,56.5,1.5,12331.563
 5 Series,2016,12639,Automatic,72924,Diesel,20,68.9,2.0,12331.184
 2 Series,2015,11499,Manual,48937,Diesel,30,62.8,2.0,12331.015
 3 Series,2015,13391,Manual,62354,Diesel,125,58.9,2.0,12329.307
 3 Series,2016,12207,Automatic,55293,Diesel,20,74.3,2.0,12327.217
 5 Series,2015,12500,Automatic,106170,Diesel,160,51.4,3.0,12318.033
 3 Series,2015,12990,Manual,62000,Diesel,145,55.4,2.0,12314.7
 5 Series,2014,11700,Manual,50347,Diesel,125,57.6,2.0,12311.864
 2 Series,2015,12405,Automatic,39132,Petrol,125,53.3,1.5,12307.279
 3 Series,2014,15981,Manual,50100,Diesel,150,56.5,2.0,12305.519
 1 Series,2016,11490,Manual,40000,Diesel,30,65.7,2.0,12305.4375
 1 Series,2016,13299,Manual,39077,Diesel,30,65.7,2.0,12305.4375
 X3,2013,12291,Semi-Auto,75395,Diesel,160,50.4,2.0,12304.011
 1 Series,2014,11995,Semi-Auto,23000,Petrol,125,50.4,1.6,12302.621
 2 Series,2015,11991,Manual,52656,Diesel,30,62.8,2.0,12294.336
 3 Series,2015,11490,Manual,26000,Diesel,30,67.3,2.0,12292.42
 3 Series,2014,13990,Automatic,45000,Diesel,30,62.8,2.0,12289.922
 2 Series,2016,13699,Manual,62379,Diesel,30,62.8,2.0,12285.133
 1 Series,2016,11980,Automatic,25204,Petrol,30,58.9,1.5,12283.083
 2 Series,2015,12700,Manual,54813,Diesel,30,60.1,2.0,12277.507
 3 Series,2014,12000,Manual,47318,Diesel,125,58.9,2.0,12269.406
 X3,2014,13999,Automatic,106870,Diesel,150,54.3,2.0,12269.005
 X1,2013,11995,Manual,32000,Diesel,125,57.6,2.0,12263.937
 1 Series,2015,12295,Semi-Auto,56000,Diesel,20,67.3,2.0,12260.69
 1 Series,2015,9890,Automatic,58283,Diesel,30,64.2,2.0,12256.143
 X1,2014,12991,Semi-Auto,49445,Diesel,150,56.5,2.0,12251.232
 1 Series,2016,14270,Manual,40358,Diesel,30,65.7,2.0,12249.4
 1 Series,2016,13499,Manual,40855,Diesel,30,65.7,2.0,12249.4
 3 Series,2013,10995,Manual,27000,Diesel,30,61.4,2.0,12245.519
 1 Series,2016,13499,Manual,29690,Petrol,125,52.3,1.5,12245.171
 1 Series,2017,13000,Manual,46000,Petrol,125,52.3,1.5,12240.733
 4 Series,2015,13242,Manual,71179,Diesel,30,62.8,2.0,12236.464
 4 Series,2015,13490,Manual,73581,Diesel,30,62.8,2.0,12236.464
 3 Series,2014,13995,Semi-Auto,67319,Diesel,30,62.8,2.0,12232.485
 1 Series,2016,14015,Manual,34281,Diesel,20,70.6,1.5,12232.275
 1 Series,2016,12200,Manual,32268,Petrol,125,52.3,1.5,12227.774
 3 Series,2014,11650,Semi-Auto,89096,Diesel,145,55.4,2.0,12219.667
 3 Series,2014,11471,Manual,24904,Petrol,165,44.8,2.0,12219.006
 2 Series,2016,12299,Manual,39613,Diesel,30,65.7,2.0,12218.2
 5 Series,2014,12899,Automatic,85547,Diesel,160,51.4,3.0,12214.539
 1 Series,2016,11999,Automatic,38204,Diesel,0,78.5,1.5,12213.111
 X1,2016,11950,Automatic,89114,Diesel,30,65.7,2.0,12210.819
 1 Series,2016,12199,Manual,41621,Diesel,30,65.7,2.0,12207.573
 1 Series,2016,12400,Manual,42309,Diesel,30,65.7,2.0,12207.573
 3 Series,2016,12600,Manual,47546,Diesel,30,67.3,2.0,12207.108
 2 Series,2016,11999,Automatic,68945,Diesel,20,68.9,1.5,12206.063
 1 Series,2017,12100,Manual,36642,Diesel,150,68.9,2.0,12204.377
 4 Series,2016,13000,Automatic,129590,Petrol,150,48.7,2.0,12203.235
 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0,12198.67
 2 Series,2014,11999,Manual,31289,Diesel,30,62.8,2.0,12198.67
 2 Series,2016,13900,Manual,38811,Diesel,20,68.9,1.5,12195.813
 5 Series,2013,12732,Manual,28204,Diesel,30,62.8,2.0,12190.104
 2 Series,2016,11899,Manual,41312,Diesel,30,65.7,2.0,12186.089
 5 Series,2012,11440,Automatic,71000,Diesel,240,43.5,3.0,12184.8
 2 Series,2014,12499,Manual,36479,Diesel,125,58.9,2.0,12175.198
 3 Series,2014,12080,Automatic,76587,Diesel,125,57.6,3.0,12153.014
 1 Series,2017,12000,Manual,37842,Diesel,145,68.9,2.0,12148.811
 5 Series,2014,12500,Automatic,42007,Diesel,20,68.9,2.0,12148.495
 2 Series,2016,11999,Manual,56953,Diesel,30,64.2,2.0,12143.48
 2 Series,2014,13342,Manual,36849,Petrol,160,44.8,2.0,12139.773
 1 Series,2016,11800,Manual,43334,Diesel,30,65.7,2.0,12138.291
 1 Series,2014,12222,Semi-Auto,11463,Petrol,125,50.4,1.6,12138.251
 3 Series,2014,11295,Automatic,52117,Diesel,30,62.8,2.0,12136.062
 1 Series,2015,12399,Manual,25651,Petrol,125,52.3,1.5,12130.455
 3 Series,2013,12480,Semi-Auto,37603,Diesel,30,62.8,2.0,12129.548
 1 Series,2015,11499,Manual,50127,Diesel,125,57.6,2.0,12129.229
 1 Series,2017,13489,Semi-Auto,59066,Diesel,20,72.4,1.5,12122.861
 1 Series,2016,11499,Manual,14668,Diesel,20,72.4,1.5,12122.034
 3 Series,2015,12700,Automatic,49122,Diesel,30,67.3,2.0,12118.427
 3 Series,2013,11430,Semi-Auto,36578,Petrol,160,44.8,2.0,12116.208
 3 Series,2015,13000,Automatic,45064,Diesel,20,74.3,2.0,12114.015
 1 Series,2016,12498,Manual,38276,Diesel,20,70.6,1.5,12113.695
 3 Series,2015,11800,Manual,30661,Diesel,30,67.3,2.0,12113.393
 1 Series,2016,11990,Manual,33779,Diesel,20,68.9,2.0,12112.189
 X1,2013,10299,Automatic,33412,Diesel,160,52.3,2.0,12104.473
 1 Series,2016,11200,Manual,54008,Diesel,30,62.8,2.0,12100.051
 2 Series,2016,12000,Manual,37847,Petrol,125,53.3,1.5,12097.162
 1 Series,2014,12111,Semi-Auto,57617,Diesel,125,60.1,2.0,12096.577
 7 Series,2012,12500,Automatic,66294,Diesel,160,50.4,3.0,12089.036
 3 Series,2016,14230,Manual,57736,Petrol,145,47.9,2.0,12081.785
 1 Series,2016,10490,Manual,17000,Diesel,20,72.4,1.5,12080.646
 1 Series,2014,12000,Manual,15520,Diesel,30,64.2,2.0,12076.585
 2 Series,2016,10600,Manual,24313,Diesel,0,74.3,1.5,12075.579
 1 Series,2017,11500,Manual,54883,Diesel,150,65.7,2.0,12074.908
 1 Series,2017,12988,Manual,42069,Diesel,20,68.9,2.0,12074.484
 1 Series,2016,13580,Manual,36994,Petrol,125,52.3,1.5,12073.591
 3 Series,2014,13695,Manual,51000,Diesel,125,57.6,2.0,12070.159
 X5,2012,12995,Automatic,110394,Diesel,300,37.7,3.0,12063.209
 1 Series,2014,10400,Automatic,25975,Petrol,145,48.7,1.6,12062.75
 3 Series,2015,12999,Automatic,49018,Diesel,20,70.6,2.0,12061.657
 1 Series,2015,12450,Manual,24474,Petrol,125,52.3,1.5,12061.469
 1 Series,2015,12500,Manual,37584,Diesel,30,62.8,2.0,12058.635
 3 Series,2016,11998,Manual,49669,Diesel,30,67.3,2.0,12058.625
 2 Series,2016,11000,Automatic,50791,Diesel,20,68.9,2.0,12058.467
 1 Series,2016,11182,Manual,22499,Petrol,125,53.3,1.5,12058.451
 2 Series,2017,13991,Manual,36045,Diesel,0,74.3,1.5,12053.058
 1 Series,2015,12450,Automatic,54789,Diesel,30,65.7,2.0,12053.044
 1 Series,2016,11400,Manual,21591,Petrol,125,53.3,1.5,12052.996
 3 Series,2014,12800,Manual,51477,Diesel,125,57.6,2.0,12052.442
 1 Series,2017,12199,Manual,22361,Diesel,0,83.1,1.5,12051.304
 1 Series,2017,10800,Manual,38872,Diesel,145,68.9,2.0,12047.922
 1 Series,2015,11950,Semi-Auto,67500,Diesel,20,67.3,2.0,12045.961
 5 Series,2013,8999,Automatic,178987,Hybrid,190,40.4,3.0,12042.059
 1 Series,2014,10970,Automatic,26423,Diesel,30,64.2,2.0,12039.896
 3 Series,2015,11500,Automatic,86731,Diesel,145,55.4,2.0,12038.294
 5 Series,2015,11795,Automatic,110540,Diesel,145,53.3,3.0,12037.185
 4 Series,2014,11991,Manual,50757,Petrol,165,46.3,2.0,12037.05
 2 Series,2016,12695,Manual,42000,Petrol,125,53.3,1.5,12036.218
 1 Series,2017,11400,Manual,37000,Petrol,125,53.3,1.5,12032.874
 3 Series,2017,12440,Manual,59158,Diesel,30,67.3,2.0,12029.021
 4 Series,2016,10899,Manual,76280,Diesel,30,67.3,2.0,12028.978
 5 Series,2016,12199,Automatic,79234,Diesel,20,67.3,2.0,12028.944
 1 Series,2017,11300,Manual,41462,Diesel,20,68.9,2.0,12022.713
 1 Series,2016,11799,Manual,37549,Diesel,20,70.6,1.5,12021.353
 3 Series,2015,11491,Manual,55700,Diesel,125,60.1,2.0,12019.26
 X1,2016,13490,Manual,78256,Diesel,20,68.9,2.0,12019.139
 X1,2016,12150,Manual,77482,Diesel,20,68.9,2.0,12019.139
 1 Series,2016,11990,Manual,39000,Diesel,20,70.6,1.5,12014.403
 1 Series,2016,11200,Manual,23005,Petrol,125,53.3,1.5,12011.828
 1 Series,2016,11900,Manual,23109,Petrol,125,53.3,1.5,12011.828
 1 Series,2017,12000,Manual,41927,Diesel,145,68.9,2.0,12011.343
 3 Series,2016,11998,Semi-Auto,78980,Diesel,30,70.6,2.0,12009.125
 1 Series,2017,14127,Manual,43655,Diesel,20,68.9,2.0,12006.665
 1 Series,2015,12999,Automatic,34267,Diesel,20,70.6,2.0,12004.893
 1 Series,2001,13000,Manual,22633,Petrol,125,53.3,0.0,12004.367
 1 Series,2017,11200,Manual,40399,Diesel,145,68.9,2.0,11994.289
 5 Series,2015,11990,Automatic,76000,Diesel,30,62.8,2.0,11990.334
 Z4,2008,14000,Manual,63000,Petrol,325,31.7,3.0,11986.588
 1 Series,2017,11500,Manual,23574,Diesel,0,83.1,1.5,11984.489
 1 Series,2017,11861,Manual,23268,Diesel,0,78.5,1.5,11984.489
 1 Series,2017,11500,Manual,23787,Diesel,0,83.1,1.5,11984.489
 1 Series,2015,14995,Manual,24470,Diesel,30,65.7,2.0,11980.733
 X1,2015,10912,Semi-Auto,82455,Diesel,160,52.3,2.0,11978.836
 1 Series,2016,11495,Automatic,54075,Diesel,20,70.6,2.0,11977.885
 1 Series,2016,10999,Manual,24380,Petrol,125,53.3,1.5,11975.868
 3 Series,2014,13441,Manual,38000,Diesel,30,61.4,2.0,11969.157
 1 Series,2015,11999,Manual,36339,Diesel,30,62.8,2.0,11965.367
 3 Series,2012,11500,Automatic,41600,Diesel,160,50.4,2.0,11965.348
 5 Series,2014,10675,Automatic,64221,Diesel,30,62.8,2.0,11961.963
 1 Series,2013,10995,Semi-Auto,32514,Diesel,30,64.2,2.0,11960.357
 2 Series,2017,10900,Manual,62021,Diesel,145,65.7,2.0,11959.52
 2 Series,2016,10700,Automatic,36500,Diesel,20,72.4,1.5,11957.703
 3 Series,2015,13275,Manual,61062,Diesel,125,60.1,2.0,11956.719
 4 Series,2016,12000,Automatic,117230,Diesel,30,65.7,2.0,11953.566
 1 Series,2015,12950,Automatic,74238,Diesel,125,60.1,2.0,11953.53
 3 Series,2016,10695,Automatic,100680,Diesel,125,60.1,2.0,11952.247
 X1,2014,10295,Semi-Auto,55000,Diesel,150,56.5,2.0,11948.437
 X1,2016,12795,Manual,71720,Diesel,20,68.9,2.0,11944.688
 1 Series,2016,11700,Manual,21390,Diesel,20,72.4,1.5,11942.082
 4 Series,2014,13591,Manual,73417,Diesel,125,57.6,2.0,11937.745
 5 Series,2015,11500,Automatic,79340,Diesel,30,62.8,2.0,11934.352
 5 Series,2015,12450,Automatic,79315,Diesel,30,62.8,2.0,11934.352
 X1,2014,12999,Automatic,41200,Diesel,160,52.3,2.0,11932.013
 1 Series,2013,12000,Semi-Auto,17988,Petrol,150,48.7,1.6,11932.005
 1 Series,2014,10600,Semi-Auto,44900,Diesel,30,64.2,2.0,11931.661
 3 Series,2016,11250,Automatic,70600,Diesel,30,70.6,2.0,11929.883
 5 Series,2014,11695,Automatic,65520,Diesel,30,62.8,2.0,11927.676
 1 Series,2017,11498,Semi-Auto,47110,Diesel,0,78.5,1.5,11926.429
 3 Series,2014,13499,Automatic,54842,Diesel,30,62.8,2.0,11921.982
 3 Series,2014,11180,Automatic,60015,Diesel,30,62.8,2.0,11914.616
 1 Series,2016,12498,Manual,22103,Diesel,20,72.4,1.5,11913.844
 1 Series,2016,11985,Manual,22054,Diesel,20,72.4,1.5,11913.844
 4 Series,2014,12199,Manual,68000,Diesel,125,58.9,2.0,11911.953
 3 Series,2013,8995,Manual,32939,Diesel,30,62.8,2.0,11906.834
 3 Series,2016,12480,Manual,51379,Diesel,20,68.9,2.0,11906.153
 3 Series,2013,10295,Automatic,31850,Petrol,145,47.9,1.6,11905.324
 3 Series,2013,11950,Semi-Auto,88000,Diesel,125,57.6,3.0,11904.908
 1 Series,2013,11497,Manual,72000,Petrol,305,35.3,3.0,11904.048
 3 Series,2017,12000,Manual,57363,Diesel,20,68.9,2.0,11902.242
 3 Series,2015,11500,Manual,59634,Diesel,125,61.4,2.0,11902.088
 3 Series,2015,11057,Manual,58696,Diesel,125,61.4,2.0,11902.088
 3 Series,2015,12217,Manual,58943,Diesel,125,61.4,2.0,11902.088
 1 Series,2016,11799,Manual,19568,Diesel,0,78.5,1.5,11900.815
 1 Series,2018,12299,Manual,38164,Diesel,145,78.5,1.5,11900.265
 5 Series,2014,12630,Semi-Auto,80826,Diesel,30,62.8,2.0,11897.668
 X3,2012,10800,Automatic,62335,Diesel,160,50.4,2.0,11897.53
 3 Series,2012,10990,Automatic,47000,Diesel,235,44.1,3.0,11896.536
 3 Series,2014,11400,Automatic,74534,Diesel,125,58.9,2.0,11895.506
 X1,2015,9990,Manual,43877,Diesel,165,51.4,2.0,11891.243
 1 Series,2014,13083,Automatic,48343,Diesel,125,60.1,2.0,11890.645
 2 Series,2016,13522,Manual,53207,Diesel,20,68.9,1.5,11890.149
 1 Series,2016,11726,Manual,34240,Diesel,20,68.9,2.0,11887.917
 5 Series,2016,11795,Automatic,96620,Diesel,30,62.8,2.0,11886.818
 5 Series,2016,11799,Automatic,97290,Diesel,30,62.8,2.0,11886.818
 3 Series,2014,10795,Automatic,101040,Diesel,165,52.3,3.0,11886.572
 X1,2013,12680,Manual,32543,Petrol,200,40.9,2.0,11883.646
 3 Series,2015,12498,Manual,32082,Petrol,125,52.3,1.5,11881.024
 1 Series,2017,11400,Manual,27038,Diesel,145,78.5,1.5,11878.712
 1 Series,2017,13998,Manual,33094,Diesel,20,72.4,1.5,11878.18
 3 Series,2016,11299,Manual,54662,Diesel,30,67.3,2.0,11875.494
 1 Series,2014,11990,Automatic,24500,Petrol,145,48.7,1.6,11872.657
 2 Series,2017,10000,Manual,51493,Petrol,30,55.4,1.5,11868.6045
 1 Series,2014,12000,Automatic,34795,Diesel,30,64.2,2.0,11866.724
 1 Series,2016,12350,Manual,47324,Diesel,30,65.7,2.0,11865.4795
 1 Series,2015,11995,Automatic,32840,Petrol,125,50.4,1.6,11859.747
